config,seeds,n_seeds,borough,n_test,model,WMAPE,RMSE,MAE
ai23_osm,42,1,Newham,465,MLP,0.7555,514.002,289.646
ai23_osm,42,1,Newham,465,GATv2,0.7633,527.054,292.653
ai23_osm,42,1,Redbridge,539,HistAvg,1.1018,465.014,271.086
ai23_osm,42,1,Redbridge,539,RF,0.7781,438.465,191.448
ai23_osm,42,1,Redbridge,539,MLP,0.8022,465.3,197.369
ai23_osm,42,1,Redbridge,539,GATv2,0.8104,471.571,199.38
ai23_osm,42,1,Richmond upon Thames,484,HistAvg,1.3166,353.755,244.414
ai23_osm,42,1,Richmond upon Thames,484,RF,0.7587,315.133,140.845
ai23_osm,42,1,Richmond upon Thames,484,MLP,0.7754,322.19,143.951
ai23_osm,42,1,Richmond upon Thames,484,GATv2,0.7772,338.194,144.284
ai23_osm,42,1,Southwark,583,HistAvg,0.8601,854.25,414.185
ai23_osm,42,1,Southwark,583,RF,0.8035,869.136,386.944
ai23_osm,42,1,Southwark,583,MLP,0.8157,872.991,392.784
ai23_osm,42,1,Southwark,583,GATv2,0.8342,890.516,401.7
ai23_osm,42,1,Sutton,421,HistAvg,1.4868,309.593,241.96
ai23_osm,42,1,Sutton,421,RF,0.8392,287.86,136.576
ai23_osm,42,1,Sutton,421,MLP,0.837,286.329,136.215
ai23_osm,42,1,Sutton,421,GATv2,0.8357,288.695,136.008
ai23_osm,42,1,Tower Hamlets,381,HistAvg,0.9492,393.105,269.85
ai23_osm,42,1,Tower Hamlets,381,RF,0.8031,395.399,228.31
ai23_osm,42,1,Tower Hamlets,381,MLP,0.8229,389.724,233.945
ai23_osm,42,1,Tower Hamlets,381,GATv2,0.7996,399.252,227.321
ai23_osm,42,1,Waltham Forest,492,HistAvg,0.8879,510.268,280.825
ai23_osm,42,1,Waltham Forest,492,RF,0.7584,512.547,239.867
ai23_osm,42,1,Waltham Forest,492,MLP,0.7538,508.516,238.408
ai23_osm,42,1,Waltham Forest,492,GATv2,0.7572,512.496,239.503
ai23_osm,42,1,Wandsworth,481,HistAvg,0.8146,681.466,346.179
ai23_osm,42,1,Wandsworth,481,RF,0.7767,694.042,330.097
ai23_osm,42,1,Wandsworth,481,MLP,0.7783,692.993,330.767
ai23_osm,42,1,Wandsworth,481,GATv2,0.7868,706.751,334.383
ai23_osm,42,1,Westminster,419,HistAvg,0.763,912.576,497.587
ai23_osm,42,1,Westminster,419,RF,0.804,949.074,524.339
ai23_osm,42,1,Westminster,419,MLP,0.7704,921.53,502.404
ai23_osm,42,1,Westminster,419,GATv2,0.797,944.794,519.742
ai23_osm_fastbaselines,42,1,Barking and Dagenham,364,HistAvg,0.893,570.009,262.968
ai23_osm_fastbaselines,42,1,Barking and Dagenham,364,MLR,0.7951,588.416,234.16
ai23_osm_fastbaselines,42,1,Barking and Dagenham,364,RF,0.7606,549.191,223.974
ai23_osm_fastbaselines,42,1,Barking and Dagenham,364,XGBoost,0.7404,523.161,218.044
ai23_osm_fastbaselines,42,1,Barnet,993,HistAvg,1.2395,379.816,265.098
ai23_osm_fastbaselines,42,1,Barnet,993,MLR,0.8148,368.858,174.255
ai23_osm_fastbaselines,42,1,Barnet,993,RF,0.8264,370.502,176.739
ai23_osm_fastbaselines,42,1,Barnet,993,XGBoost,0.8248,372.896,176.405
ai23_osm_fastbaselines,42,1,Bexley,672,HistAvg,1.6969,388.739,256.754
ai23_osm_fastbaselines,42,1,Bexley,672,MLR,0.8274,365.857,125.186
ai23_osm_fastbaselines,42,1,Bexley,672,RF,0.8103,358.629,122.604
ai23_osm_fastbaselines,42,1,Bexley,672,XGBoost,0.8109,357.813,122.697
ai23_osm_fastbaselines,42,1,Brent,575,HistAvg,0.8181,541.496,311.062
ai23_osm_fastbaselines,42,1,Brent,575,MLR,0.7939,576.639,301.843
ai23_osm_fastbaselines,42,1,Brent,575,RF,0.803,578.406,305.32
ai23_osm_fastbaselines,42,1,Brent,575,XGBoost,0.8066,582.29,306.696
ai23_osm_fastbaselines,42,1,Bromley,1179,HistAvg,2.6075,309.255,265.171
ai23_osm_fastbaselines,42,1,Bromley,1179,MLR,0.844,221.885,85.831
ai23_osm_fastbaselines,42,1,Bromley,1179,RF,0.8385,220.63,85.274
ai23_osm_fastbaselines,42,1,Bromley,1179,XGBoost,0.8559,224.48,87.037
ai23_osm_fastbaselines,42,1,Camden,424,HistAvg,0.8666,609.429,349.975
ai23_osm_fastbaselines,42,1,Camden,424,MLR,0.7657,572.658,309.209
ai23_osm_fastbaselines,42,1,Camden,424,RF,0.7547,562.927,304.759
ai23_osm_fastbaselines,42,1,Camden,424,XGBoost,0.7955,582.209,321.266
ai23_osm_fastbaselines,42,1,City of London,101,HistAvg,0.798,914.764,520.033
ai23_osm_fastbaselines,42,1,City of London,101,MLR,0.793,899.072,516.777
ai23_osm_fastbaselines,42,1,City of London,101,RF,0.8252,956.476,537.782
ai23_osm_fastbaselines,42,1,City of London,101,XGBoost,0.901,994.5,587.153
ai23_osm_fastbaselines,42,1,Croydon,1019,HistAvg,1.5477,343.611,254.841
ai23_osm_fastbaselines,42,1,Croydon,1019,MLR,0.7824,316.946,128.821
ai23_osm_fastbaselines,42,1,Croydon,1019,RF,0.7925,318.621,130.499
ai23_osm_fastbaselines,42,1,Croydon,1019,XGBoost,0.7967,316.676,131.189
ai23_osm_fastbaselines,42,1,Ealing,683,HistAvg,0.9636,570.286,318.126
ai23_osm_fastbaselines,42,1,Ealing,683,MLR,0.8104,576.904,267.567
ai23_osm_fastbaselines,42,1,Ealing,683,RF,0.8163,585.509,269.493
ai23_osm_fastbaselines,42,1,Ealing,683,XGBoost,0.8194,587.02,270.546
ai23_osm_fastbaselines,42,1,Enfield,707,HistAvg,1.1452,433.336,276.391
ai23_osm_fastbaselines,42,1,Enfield,707,MLR,0.8269,435.012,199.575
ai23_osm_fastbaselines,42,1,Enfield,707,RF,0.8437,446.026,203.623
ai23_osm_fastbaselines,42,1,Enfield,707,XGBoost,0.8581,452.775,207.094
ai23_osm_fastbaselines,42,1,Greenwich,659,HistAvg,0.9994,596.257,285.229
ai23_osm_fastbaselines,42,1,Greenwich,659,MLR,0.8349,619.395,238.278
ai23_osm_fastbaselines,42,1,Greenwich,659,RF,0.8198,610.777,233.973
ai23_osm_fastbaselines,42,1,Greenwich,659,XGBoost,0.8179,610.658,233.432
ai23_osm_fastbaselines,42,1,Hackney,442,HistAvg,0.8267,512.63,325.701
ai23_osm_fastbaselines,42,1,Hackney,442,MLR,0.7599,501.63,299.382
ai23_osm_fastbaselines,42,1,Hackney,442,RF,0.7663,515.376,301.923
ai23_osm_fastbaselines,42,1,Hackney,442,XGBoost,0.7733,516.473,304.684
ai23_osm_fastbaselines,42,1,Hammersmith and Fulham,276,HistAvg,0.7878,748.498,373.545
ai23_osm_fastbaselines,42,1,Hammersmith and Fulham,276,MLR,0.779,754.855,369.332
ai23_osm_fastbaselines,42,1,Hammersmith and Fulham,276,RF,0.7826,758.829,371.062
ai23_osm_fastbaselines,42,1,Hammersmith and Fulham,276,XGBoost,0.7881,763.178,373.676
ai23_osm_fastbaselines,42,1,Haringey,461,HistAvg,0.8402,761.461,380.81
ai23_osm_fastbaselines,42,1,Haringey,461,MLR,0.7721,747.552,349.975
ai23_osm_fastbaselines,42,1,Haringey,461,RF,0.7868,770.388,356.617
ai23_osm_fastbaselines,42,1,Haringey,461,XGBoost,0.7912,771.278,358.64
ai23_osm_fastbaselines,42,1,Harrow,432,HistAvg,1.0881,369.502,256.035
ai23_osm_fastbaselines,42,1,Harrow,432,MLR,0.7768,375.828,182.79
ai23_osm_fastbaselines,42,1,Harrow,432,RF,0.7773,372.84,182.915
ai23_osm_fastbaselines,42,1,Harrow,432,XGBoost,0.7657,364.372,180.184
ai23_osm_fastbaselines,42,1,Havering,691,HistAvg,1.6017,456.404,268.356
ai23_osm_fastbaselines,42,1,Havering,691,MLR,0.8377,441.526,140.354
ai23_osm_fastbaselines,42,1,Havering,691,RF,0.8194,409.025,137.28
ai23_osm_fastbaselines,42,1,Havering,691,XGBoost,0.8438,342.307,141.368
ai23_osm_fastbaselines,42,1,Hillingdon,706,HistAvg,1.3003,592.939,309.8
ai23_osm_fastbaselines,42,1,Hillingdon,706,MLR,0.8762,609.322,208.744
ai23_osm_fastbaselines,42,1,Hillingdon,706,RF,0.8587,600.066,204.572
ai23_osm_fastbaselines,42,1,Hillingdon,706,XGBoost,0.8837,579.813,210.525
ai23_osm_fastbaselines,42,1,Hounslow,651,HistAvg,1.054,427.703,263.162
ai23_osm_fastbaselines,42,1,Hounslow,651,MLR,0.8089,437.843,201.985
ai23_osm_fastbaselines,42,1,Hounslow,651,RF,0.8065,435.91,201.364
ai23_osm_fastbaselines,42,1,Hounslow,651,XGBoost,0.7953,432.193,198.578
ai23_osm_fastbaselines,42,1,Islington,349,HistAvg,0.7866,736.434,408.65
ai23_osm_fastbaselines,42,1,Islington,349,MLR,0.7725,730.469,401.336
ai23_osm_fastbaselines,42,1,Islington,349,RF,0.7635,727.957,396.642
ai23_osm_fastbaselines,42,1,Islington,349,XGBoost,0.7726,730.431,401.379
ai23_osm_fastbaselines,42,1,Kensington and Chelsea,260,HistAvg,0.7473,516.034,323.957
ai23_osm_fastbaselines,42,1,Kensington and Chelsea,260,MLR,0.7452,525.424,323.081
ai23_osm_fastbaselines,42,1,Kensington and Chelsea,260,RF,0.7528,527.899,326.336
ai23_osm_fastbaselines,42,1,Kensington and Chelsea,260,XGBoost,0.7705,526.156,334.026
ai23_osm_fastbaselines,42,1,Kingston upon Thames,391,HistAvg,1.2094,569.502,281.785
ai23_osm_fastbaselines,42,1,Kingston upon Thames,391,MLR,0.8241,569.555,192.019
ai23_osm_fastbaselines,42,1,Kingston upon Thames,391,RF,0.8202,566.578,191.099
ai23_osm_fastbaselines,42,1,Kingston upon Thames,391,XGBoost,0.8277,567.791,192.846
ai23_osm_fastbaselines,42,1,Lambeth,577,HistAvg,0.8618,942.451,428.607
ai23_osm_fastbaselines,42,1,Lambeth,577,MLR,0.8209,951.022,408.306
ai23_osm_fastbaselines,42,1,Lambeth,577,RF,0.8254,941.824,410.549
ai23_osm_fastbaselines,42,1,Lambeth,577,XGBoost,0.8327,938.338,414.148
ai23_osm_fastbaselines,42,1,Lewisham,609,HistAvg,0.9859,512.677,290.318
ai23_osm_fastbaselines,42,1,Lewisham,609,MLR,0.7919,525.843,233.194
ai23_osm_fastbaselines,42,1,Lewisham,609,RF,0.7911,520.985,232.945
ai23_osm_fastbaselines,42,1,Lewisham,609,XGBoost,0.7944,520.179,233.916
ai23_osm_fastbaselines,42,1,Merton,457,HistAvg,1.0347,493.948,268.128
ai23_osm_fastbaselines,42,1,Merton,457,MLR,0.7846,490.164,203.309
ai23_osm_fastbaselines,42,1,Merton,457,RF,0.7769,488.305,201.327
ai23_osm_fastbaselines,42,1,Merton,457,XGBoost,0.7889,495.293,204.437
ai23_osm_fastbaselines,42,1,Newham,465,HistAvg,0.8322,506.085,319.074
ai23_osm_fastbaselines,42,1,Newham,465,MLR,0.7575,514.901,290.435
ai23_osm_fastbaselines,42,1,Newham,465,RF,0.7627,518.505,292.428
ai23_osm_fastbaselines,42,1,Newham,465,XGBoost,0.778,534.588,298.272
ai23_osm_fastbaselines,42,1,Redbridge,539,HistAvg,1.1018,465.014,271.086
ai23_osm_fastbaselines,42,1,Redbridge,539,MLR,0.8065,470.112,198.437
ai23_osm_fastbaselines,42,1,Redbridge,539,RF,0.7777,439.75,191.347
ai23_osm_fastbaselines,42,1,Redbridge,539,XGBoost,0.7863,443.66,193.456
ai23_osm_fastbaselines,42,1,Richmond upon Thames,484,HistAvg,1.3166,353.755,244.414
ai23_osm_fastbaselines,42,1,Richmond upon Thames,484,MLR,0.7716,327.117,143.229
ai23_osm_fastbaselines,42,1,Richmond upon Thames,484,RF,0.7604,316.16,141.159
ai23_osm_fastbaselines,42,1,Richmond upon Thames,484,XGBoost,0.7613,316.103,141.331
ai23_osm_fastbaselines,42,1,Southwark,583,HistAvg,0.8601,854.25,414.185
ai23_osm_fastbaselines,42,1,Southwark,583,MLR,0.8131,864.491,391.552
ai23_osm_fastbaselines,42,1,Southwark,583,RF,0.8051,869.592,387.677
ai23_osm_fastbaselines,42,1,Southwark,583,XGBoost,0.8092,872.7,389.663
ai23_osm_fastbaselines,42,1,Sutton,421,HistAvg,1.4868,309.593,241.96
ai23_osm_fastbaselines,42,1,Sutton,421,MLR,0.8345,286.948,135.806
ai23_osm_fastbaselines,42,1,Sutton,421,RF,0.8406,287.328,136.804
ai23_osm_fastbaselines,42,1,Sutton,421,XGBoost,0.8422,283.378,137.057
ai23_osm_fastbaselines,42,1,Tower Hamlets,381,HistAvg,0.9492,393.105,269.85
ai23_osm_fastbaselines,42,1,Tower Hamlets,381,MLR,0.8275,386.913,235.255
ai23_osm_fastbaselines,42,1,Tower Hamlets,381,RF,0.8032,395.042,228.329
ai23_osm_fastbaselines,42,1,Tower Hamlets,381,XGBoost,0.8323,401.876,236.606
ai23_osm_fastbaselines,42,1,Waltham Forest,492,HistAvg,0.8879,510.268,280.825
ai23_osm_fastbaselines,42,1,Waltham Forest,492,MLR,0.7521,505.919,237.887
ai23_osm_fastbaselines,42,1,Waltham Forest,492,RF,0.7571,510.786,239.458
ai23_osm_fastbaselines,42,1,Waltham Forest,492,XGBoost,0.7878,527.118,249.186
ai23_osm_fastbaselines,42,1,Wandsworth,481,HistAvg,0.8146,681.466,346.179
ai23_osm_fastbaselines,42,1,Wandsworth,481,MLR,0.7769,688.205,330.185
ai23_osm_fastbaselines,42,1,Wandsworth,481,RF,0.775,693.47,329.343
ai23_osm_fastbaselines,42,1,Wandsworth,481,XGBoost,0.7866,697.908,334.282
ai23_osm_fastbaselines,42,1,Westminster,419,HistAvg,0.763,912.576,497.587
ai23_osm_fastbaselines,42,1,Westminster,419,MLR,0.7627,909.995,497.369
ai23_osm_fastbaselines,42,1,Westminster,419,RF,0.8004,945.212,522.003
ai23_osm_fastbaselines,42,1,Westminster,419,XGBoost,0.8075,946.724,526.635
ai23_osm_sc,42,1,Barking and Dagenham,364,HistAvg,0.893,570.009,262.968
ai23_osm_sc,42,1,Barking and Dagenham,364,MLR,0.7043,534.701,207.417
ai23_osm_sc,42,1,Barking and Dagenham,364,RF,0.6935,518.838,204.243
ai23_osm_sc,42,1,Barking and Dagenham,364,XGBoost,0.6706,504.096,197.476
ai23_osm_sc,42,1,Barking and Dagenham,364,MLP,0.6811,524.479,200.563
ai23_osm_sc,42,1,Barking and Dagenham,364,GATv2,0.7229,560.407,212.881
ai23_osm_sc,42,1,Barnet,993,HistAvg,1.2395,379.816,265.098
ai23_osm_sc,42,1,Barnet,993,MLR,0.6935,348.166,148.322
ai23_osm_sc,42,1,Barnet,993,RF,0.6598,309.932,141.12
ai23_osm_sc,42,1,Barnet,993,XGBoost,0.6577,301.16,140.667
ai23_osm_sc,42,1,Barnet,993,MLP,0.6734,309.83,144.021
ai23_osm_sc,42,1,Barnet,993,GATv2,0.7159,322.361,153.1
ai23_osm_sc,42,1,Bexley,672,HistAvg,1.6969,388.739,256.754
ai23_osm_sc,42,1,Bexley,672,MLR,0.6933,305.878,104.9
ai23_osm_sc,42,1,Bexley,672,RF,0.6847,324.38,103.606
ai23_osm_sc,42,1,Bexley,672,XGBoost,0.6921,301.404,104.715
ai23_osm_sc,42,1,Bexley,672,MLP,0.6839,304.498,103.475
ai23_osm_sc,42,1,Bexley,672,GATv2,0.7606,343.481,115.089
ai23_osm_sc,42,1,Brent,575,HistAvg,0.8181,541.496,311.062
ai23_osm_sc,42,1,Brent,575,MLR,0.6306,475.734,239.761
ai23_osm_sc,42,1,Brent,575,RF,0.652,492.364,247.922
ai23_osm_sc,42,1,Brent,575,XGBoost,0.642,479.007,244.099
ai23_osm_sc,42,1,Brent,575,MLP,0.6221,466.001,236.535
ai23_osm_sc,42,1,Brent,575,GATv2,0.6898,513.731,262.258
ai23_osm_sc,42,1,Bromley,1179,HistAvg,2.6075,309.255,265.171
ai23_osm_sc,42,1,Bromley,1179,MLR,0.6641,169.238,67.537
ai23_osm_sc,42,1,Bromley,1179,RF,0.6545,185.347,66.561
ai23_osm_sc,42,1,Bromley,1179,XGBoost,0.6504,173.117,66.142
ai23_osm_sc,42,1,Bromley,1179,MLP,0.6595,163.302,67.068
ai23_osm_sc,42,1,Bromley,1179,GATv2,0.7112,181.807,72.324
ai23_osm_sc,42,1,Camden,424,HistAvg,0.8666,609.429,349.975
ai23_osm_sc,42,1,Camden,424,MLR,0.5214,446.19,210.558
ai23_osm_sc,42,1,Camden,424,RF,0.523,449.668,211.207
ai23_osm_sc,42,1,Camden,424,XGBoost,0.539,460.715,217.675
ai23_osm_sc,42,1,Camden,424,MLP,0.5026,419.062,202.953
ai23_osm_sc,42,1,Camden,424,GATv2,0.658,510.298,265.717
ai23_osm_sc,42,1,City of London,101,HistAvg,0.798,914.764,520.033
ai23_osm_sc,42,1,City of London,101,MLR,0.5655,708.56,368.551
ai23_osm_sc,42,1,City of London,101,RF,0.5729,731.442,373.354
ai23_osm_sc,42,1,City of London,101,XGBoost,0.5667,703.402,369.289
ai23_osm_sc,42,1,City of London,101,MLP,0.5702,658.32,371.594
ai23_osm_sc,42,1,City of London,101,GATv2,0.7855,946.188,511.913
ai23_osm_sc,42,1,Croydon,1019,HistAvg,1.5477,343.611,254.841
ai23_osm_sc,42,1,Croydon,1019,MLR,0.6755,274.015,111.225
ai23_osm_sc,42,1,Croydon,1019,RF,0.6783,278.265,111.688
ai23_osm_sc,42,1,Croydon,1019,XGBoost,0.6603,264.784,108.717
ai23_osm_sc,42,1,Croydon,1019,MLP,0.6678,271.155,109.957
ai23_osm_sc,42,1,Croydon,1019,GATv2,0.7071,284.764,116.437
ai23_osm_sc,42,1,Ealing,683,HistAvg,0.9636,570.286,318.126
ai23_osm_sc,42,1,Ealing,683,MLR,0.6504,470.834,214.746
ai23_osm_sc,42,1,Ealing,683,RF,0.6688,502.064,220.826
ai23_osm_sc,42,1,Ealing,683,XGBoost,0.6339,466.953,209.298
ai23_osm_sc,42,1,Ealing,683,MLP,0.6386,463.697,210.841
ai23_osm_sc,42,1,Ealing,683,GATv2,0.7648,569.512,252.515
ai23_osm_sc,42,1,Enfield,707,HistAvg,1.1452,433.336,276.391
ai23_osm_sc,42,1,Enfield,707,MLR,0.6777,363.783,163.561
ai23_osm_sc,42,1,Enfield,707,RF,0.7019,394.193,169.399
ai23_osm_sc,42,1,Enfield,707,XGBoost,0.7009,394.895,169.168
ai23_osm_sc,42,1,Enfield,707,MLP,0.6669,359.644,160.957
ai23_osm_sc,42,1,Enfield,707,GATv2,0.7814,428.456,188.593
ai23_osm_sc,42,1,Greenwich,659,HistAvg,0.9994,596.257,285.229
ai23_osm_sc,42,1,Greenwich,659,MLR,0.6641,515.151,189.529
ai23_osm_sc,42,1,Greenwich,659,RF,0.656,538.087,187.228
ai23_osm_sc,42,1,Greenwich,659,XGBoost,0.6363,526.515,181.603
ai23_osm_sc,42,1,Greenwich,659,MLP,0.6558,510.533,187.158
ai23_osm_sc,42,1,Greenwich,659,GATv2,0.7265,547.373,207.331
ai23_osm_sc,42,1,Hackney,442,HistAvg,0.8267,512.63,325.701
ai23_osm_sc,42,1,Hackney,442,MLR,0.4995,366.237,196.81
ai23_osm_sc,42,1,Hackney,442,RF,0.5326,391.617,209.832
ai23_osm_sc,42,1,Hackney,442,XGBoost,0.5063,361.219,199.469
ai23_osm_sc,42,1,Hackney,442,MLP,0.4931,357.909,194.254
ai23_osm_sc,42,1,Hackney,442,GATv2,0.6877,479.758,270.956
ai23_osm_sc,42,1,Hammersmith and Fulham,276,HistAvg,0.7878,748.498,373.545
ai23_osm_sc,42,1,Hammersmith and Fulham,276,MLR,0.6967,659.552,330.33
ai23_osm_sc,42,1,Hammersmith and Fulham,276,RF,0.673,677.794,319.098
ai23_osm_sc,42,1,Hammersmith and Fulham,276,XGBoost,0.6941,673.634,329.077
ai23_osm_sc,42,1,Hammersmith and Fulham,276,MLP,0.6872,646.16,325.807
ai23_osm_sc,42,1,Hammersmith and Fulham,276,GATv2,0.6958,690.919,329.884
ai23_osm_sc,42,1,Haringey,461,HistAvg,0.8402,761.461,380.81
ai23_osm_sc,42,1,Haringey,461,MLR,0.6572,625.971,297.864
ai23_osm_sc,42,1,Haringey,461,RF,0.6623,678.695,300.208
ai23_osm_sc,42,1,Haringey,461,XGBoost,0.6837,689.043,309.917
ai23_osm_sc,42,1,Haringey,461,MLP,0.6346,619.24,287.619
ai23_osm_sc,42,1,Haringey,461,GATv2,0.6904,679.712,312.911
ai23_osm_sc,42,1,Harrow,432,HistAvg,1.0881,369.502,256.035
ai23_osm_sc,42,1,Harrow,432,MLR,0.634,296.505,149.177
ai23_osm_sc,42,1,Harrow,432,RF,0.6324,300.483,148.808
ai23_osm_sc,42,1,Harrow,432,XGBoost,0.6014,280.506,141.514
ai23_osm_sc,42,1,Harrow,432,MLP,0.6201,283.054,145.909
ai23_osm_sc,42,1,Harrow,432,GATv2,0.7511,359.967,176.747
ai23_osm_sc,42,1,Havering,691,HistAvg,1.6017,456.404,268.356
ai23_osm_sc,42,1,Havering,691,MLR,0.712,354.724,119.289
ai23_osm_sc,42,1,Havering,691,RF,0.7215,366.109,120.889
ai23_osm_sc,42,1,Havering,691,XGBoost,0.879,372.771,147.268
ai23_osm_sc,42,1,Havering,691,MLP,0.7073,348.011,118.504
ai23_osm_sc,42,1,Havering,691,GATv2,0.7754,365.952,129.914
ai23_osm_sc,42,1,Hillingdon,706,HistAvg,1.3003,592.939,309.8
ai23_osm_sc,42,1,Hillingdon,706,MLR,0.7117,485.526,169.552
ai23_osm_sc,42,1,Hillingdon,706,RF,0.7647,559.197,182.194
ai23_osm_sc,42,1,Hillingdon,706,XGBoost,0.7618,527.187,181.497
ai23_osm_sc,42,1,Hillingdon,706,MLP,0.7296,499.557,173.832
ai23_osm_sc,42,1,Hillingdon,706,GATv2,0.8025,574.675,191.182
ai23_osm_sc,42,1,Hounslow,651,HistAvg,1.054,427.703,263.162
ai23_osm_sc,42,1,Hounslow,651,MLR,0.6382,361.817,159.345
ai23_osm_sc,42,1,Hounslow,651,RF,0.6539,370.987,163.263
ai23_osm_sc,42,1,Hounslow,651,XGBoost,0.6377,350.568,159.231
ai23_osm_sc,42,1,Hounslow,651,MLP,0.6162,337.407,153.85
ai23_osm_sc,42,1,Hounslow,651,GATv2,0.7326,399.646,182.925
ai23_osm_sc,42,1,Islington,349,HistAvg,0.7866,736.434,408.65
ai23_osm_sc,42,1,Islington,349,MLR,0.5887,621.572,305.82
ai23_osm_sc,42,1,Islington,349,RF,0.5871,626.78,305.001
ai23_osm_sc,42,1,Islington,349,XGBoost,0.5884,595.045,305.683
ai23_osm_sc,42,1,Islington,349,MLP,0.5869,607.002,304.891
ai23_osm_sc,42,1,Islington,349,GATv2,0.661,650.191,343.394
ai23_osm_sc,42,1,Kensington and Chelsea,260,HistAvg,0.7473,516.034,323.957
ai23_osm_sc,42,1,Kensington and Chelsea,260,MLR,0.5986,425.149,259.509
ai23_osm_sc,42,1,Kensington and Chelsea,260,RF,0.5484,406.399,237.759
ai23_osm_sc,42,1,Kensington and Chelsea,260,XGBoost,0.5507,401.197,238.747
ai23_osm_sc,42,1,Kensington and Chelsea,260,MLP,0.5803,401.402,251.594
ai23_osm_sc,42,1,Kensington and Chelsea,260,GATv2,0.6059,435.332,262.677
ai23_osm_sc,42,1,Kingston upon Thames,391,HistAvg,1.2094,569.502,281.785
ai23_osm_sc,42,1,Kingston upon Thames,391,MLR,0.7114,495.003,165.752
ai23_osm_sc,42,1,Kingston upon Thames,391,RF,0.7084,518.368,165.062
ai23_osm_sc,42,1,Kingston upon Thames,391,XGBoost,0.6785,490.933,158.096
ai23_osm_sc,42,1,Kingston upon Thames,391,MLP,0.6924,480.688,161.329
ai23_osm_sc,42,1,Kingston upon Thames,391,GATv2,0.7507,513.918,174.916
ai23_osm_sc,42,1,Lambeth,577,HistAvg,0.8618,942.451,428.607
ai23_osm_sc,42,1,Lambeth,577,MLR,0.6441,835.301,320.379
ai23_osm_sc,42,1,Lambeth,577,RF,0.6296,828.417,313.152
ai23_osm_sc,42,1,Lambeth,577,XGBoost,0.6209,805.317,308.834
ai23_osm_sc,42,1,Lambeth,577,MLP,0.6087,801.273,302.77
ai23_osm_sc,42,1,Lambeth,577,GATv2,0.7645,942.394,380.242
ai23_osm_sc,42,1,Lewisham,609,HistAvg,0.9859,512.677,290.318
ai23_osm_sc,42,1,Lewisham,609,MLR,0.5984,400.521,176.196
ai23_osm_sc,42,1,Lewisham,609,RF,0.6069,426.002,178.72
ai23_osm_sc,42,1,Lewisham,609,XGBoost,0.6227,437.131,183.374
ai23_osm_sc,42,1,Lewisham,609,MLP,0.6006,399.495,176.85
ai23_osm_sc,42,1,Lewisham,609,GATv2,0.7202,499.063,212.07
ai23_osm_sc,42,1,Merton,457,HistAvg,1.0347,493.948,268.128
ai23_osm_sc,42,1,Merton,457,MLR,0.6653,422.94,172.39
ai23_osm_sc,42,1,Merton,457,RF,0.6571,438.249,170.263
ai23_osm_sc,42,1,Merton,457,XGBoost,0.6766,441.689,175.322
ai23_osm_sc,42,1,Merton,457,MLP,0.6558,419.699,169.943
ai23_osm_sc,42,1,Merton,457,GATv2,0.7333,486.158,190.01
ai23_osm_sc,42,1,Newham,465,HistAvg,0.8322,506.085,319.074
ai23_osm_sc,42,1,Newham,465,MLR,0.5694,375.153,218.299
ai23_osm_sc,42,1,Newham,465,RF,0.6077,415.179,232.974
ai23_osm_sc,42,1,Newham,465,XGBoost,0.615,414.898,235.786
ai23_osm_sc,42,1,Newham,465,MLP,0.5755,384.329,220.637
ai23_osm_sc,42,1,Newham,465,GATv2,0.6411,444.952,245.788
ai23_osm_sc,42,1,Redbridge,539,HistAvg,1.1018,465.014,271.086
ai23_osm_sc,42,1,Redbridge,539,MLR,0.682,361.306,167.795
ai23_osm_sc,42,1,Redbridge,539,RF,0.6852,369.409,168.573
ai23_osm_sc,42,1,Redbridge,539,XGBoost,0.6522,334.046,160.465
ai23_osm_sc,42,1,Redbridge,539,MLP,0.6657,344.272,163.785
ai23_osm_sc,42,1,Redbridge,539,GATv2,0.6956,354.888,171.144
ai23_osm_sc,42,1,Richmond upon Thames,484,HistAvg,1.3166,353.755,244.414
ai23_osm_sc,42,1,Richmond upon Thames,484,MLR,0.6485,268.456,120.392
ai23_osm_sc,42,1,Richmond upon Thames,484,RF,0.6594,266.909,122.405
ai23_osm_sc,42,1,Richmond upon Thames,484,XGBoost,0.6782,271.139,125.892
ai23_osm_sc,42,1,Richmond upon Thames,484,MLP,0.6868,257.891,127.504
ai23_osm_sc,42,1,Richmond upon Thames,484,GATv2,0.7338,290.939,136.224
ai23_osm_sc,42,1,Southwark,583,HistAvg,0.8601,854.25,414.185
ai23_osm_sc,42,1,Southwark,583,MLR,0.581,644.255,279.801
ai23_osm_sc,42,1,Southwark,583,RF,0.6161,722.073,296.708
ai23_osm_sc,42,1,Southwark,583,XGBoost,0.5916,696.828,284.892
ai23_osm_sc,42,1,Southwark,583,MLP,0.5819,671.016,280.205
ai23_osm_sc,42,1,Southwark,583,GATv2,0.6874,759.526,331.001
ai23_osm_sc,42,1,Sutton,421,HistAvg,1.4868,309.593,241.96
ai23_osm_sc,42,1,Sutton,421,MLR,0.6465,226.834,105.205
ai23_osm_sc,42,1,Sutton,421,RF,0.675,243.169,109.846
ai23_osm_sc,42,1,Sutton,421,XGBoost,0.6911,248.006,112.475
ai23_osm_sc,42,1,Sutton,421,MLP,0.6417,220.471,104.435
ai23_osm_sc,42,1,Sutton,421,GATv2,0.7624,268.388,124.069
